0.047039,0.037743,0.051712,0.034644,0.025803,0.024889,0.047446,0.036642,0.034733,0.032763
0.047296,0.049066,0.038966,0.053697,0.040588,0.049608,0.013098,0.015893,0.039974,0.050597
0.075258,0.039328,0.020582,0.049942,0.038174,0.038367,0.053623,0.052185,0.024079,0.035391
0.047697,0.042586,0.042109,0.035787,0.058472,0.05096,0.037975,0.049877,0.028452,0.007995
0.039085,0.051249,0.046469,0.057353,0.047353,0.049017,0.044297,0.050558,0.025991,0.03862
0.056388,0.05257,0.025197,0.043971,0.02531,0.034714,0.054099,0.043971,0.030867,0.030117
0.062971,0.039974,0.031296,0.043109,0.061987,0.031887,0.061691,0.043466,0.025739,0.04477
0.048064,0.042843,0.042289,0.031019,0.064265,0.037807,0.046826,0.041697,0.047482,0.053174
0.032744,0.029583,0.040156,0.054964,0.037397,0.045108,0.043971,0.030753,0.034549,0.028616
0.043971,0.027848,0.045354,0.048544,0.032245,0.042862,0.04852,0.073758,0.032432,0.051772
0.038397,0.045345,0.037457,0.028476,0.033752,0.015933,0.060767,0.037793,0.015228,0.041877
0.041954,0.048474,0.037309,0.066064,0.046108,0.04597,0.039603,0.032062,0.05809,0.047656
0.027482,0.047597,0.0456,0.047787,0.037842,0.054118,0.053691,0.046748,0.019304,0.046923
0.034427,0.046361,0.046258,0.049467,0.051988,0.051324,0.057105,0.051846,0.047635,0.029314
0.02968,0.048541,0.06971,0.043369,0.046032,0.039548,0.04104,0.047622,0.040202,0.052206
0.049292,0.0342,0.050406,0.054685,0.061559,0.042855,0.031979,0.045122,0.06437,0.00653
0.062574,0.038475,0.054285,0.061177,0.047478,0.034779,0.055963,0.052114,0.039085,0.042948
0.035298,0.037954,0.062477,0.065956,0.042154,0.030812,0.058921,0.03368,0.0338,0.037206
0.035528,0.021749,0.033697,0.037375,0.036361,0.044228,0.056351,0.043564,0.032425,0.045043
0.038747,0.048347,0.045336,0.054614,0.045037,0.045883,0.052346,0.033625,0.048857,0.033792
